"","sender","recver","value","nodelab2","nodelab1"
"1186",689,1488,14.36,"neera agarwal","gati ltd"
"1187",689,1489,4.49,"neera finance investments pvt ltd","gati ltd"
"1188",689,2465,10.32,"tci finance ltd","gati ltd"
"1189",689,2672,2.62,"vls finance ltd","gati ltd"
"1190",697,911,7.55,"indus capital market services company ltd","gem cables conductors ltd"
"1191",700,581,1.82,"enam financial consultants pvt ltd","genesys international corpn. ltd"
"1192",700,1985,1.88,"sajid malik","genesys international corpn. ltd"
"1193",700,2029,1.74,"saroja malik","genesys international corpn. ltd"
"1194",701,928,1.52,"integrated master securities ltd","genomics biotech ltd"
"1195",701,1930,3.79,"s k gupta","genomics biotech ltd"
"1196",702,2206,1.54,"sivan securities pvt ltd","gestetner (india) ltd [merged]"
"1197",702,2286,2.79,"st helens nominees india pvt ltd","gestetner (india) ltd [merged]"
"1198",705,110,4.87,"anjali harlalka","gini silk mills ltd"
"1199",705,172,2.65,"ashirwad capital ltd","gini silk mills ltd"
"1200",705,625,1.07,"faridabad paper mills ltd","gini silk mills ltd"
"1201",712,304,4.03,"bhupendra b gandhi","global securities ltd"
"1202",712,519,4.13,"dharmendra b gandhi","global securities ltd"
"1203",712,533,3.08,"dipy financial stock pvt ltd","global securities ltd"
"1204",712,976,3.33,"janak fincorp pvt ltd","global securities ltd"
"1205",712,1060,2.56,"kamlesh m shah","global securities ltd"
"1206",712,1474,4.04,"navin b gandhi","global securities ltd"
"1207",712,1484,2.9,"nayna n gandhi","global securities ltd"
"1208",712,1491,2.9,"neha b gandhi","global securities ltd"
"1209",712,1512,1.66,"nina n gandhi","global securities ltd"
"1210",712,1626,3.33,"parag b mehta","global securities ltd"
"1211",712,1647,4.49,"pavapuri capital finance ltd","global securities ltd"
"1212",712,1735,1.66,"priya n gandhi","global securities ltd"
"1213",712,1818,4.66,"raju j doshi","global securities ltd"
"1214",712,1912,2,"rupa r doshi","global securities ltd"
"1215",712,2211,2.9,"smita d gandhi","global securities ltd"
"1216",712,2225,3.33,"solanki trading pvt ltd","global securities ltd"
"1217",712,2668,3.33,"vishwasniya finlease pvt ltd","global securities ltd"
"1218",712,2680,3.33,"vyas impex pvt ltd","global securities ltd"
"1219",712,2736,3.16,"yogesh shah1","global securities ltd"
"1220",713,722,2.31,"goodeal investment finance ltd","global stone india ltd"
"1221",713,2310,2.38,"sti finance ltd","global stone india ltd"
"1222",714,421,1.64,"chiranjeevi traders pvt ltd","global trust bank ltd [merged]"
"1223",714,434,1.61,"claridges investments finance pvt ltd","global trust bank ltd [merged]"
"1224",714,680,2.97,"gajanan financial services pvt ltd","global trust bank ltd [merged]"
"1225",714,681,2.51,"gajmukh investments pvt ltd","global trust bank ltd [merged]"
"1226",714,706,1.43,"girish gelli","global trust bank ltd [merged]"
"1227",714,988,1.24,"jayanta madhab","global trust bank ltd [merged]"
"1228",714,1046,1.69,"kadirish finance investment pvt ltd","global trust bank ltd [merged]"
"1229",714,1440,1.57,"nairutya finstock pvt ltd","global trust bank ltd [merged]"
"1230",714,1517,1.69,"niraj gelli","global trust bank ltd [merged]"
"1231",714,1532,1.57,"niya finstock pvt ltd","global trust bank ltd [merged]"
"1232",714,1533,1.57,"niyogi finstock pvt ltd","global trust bank ltd [merged]"
"1233",714,1717,1.86,"premkala gelli","global trust bank ltd [merged]"
"1234",714,1830,2.16,"ramesh gelli","global trust bank ltd [merged]"
"1235",714,2627,2.92,"vidyut investments ltd","global trust bank ltd [merged]"
"1236",717,2582,35.63,"v s dempo company ltd","goa carbon ltd"
"1237",720,1537,2.51,"northeast securities ltd","golden carpets ltd"
"1238",720,1742,1.67,"prudential capital markets ltd","golden carpets ltd"
"1239",721,1641,1,"pat financial consultants pvt ltd","goldmines media ltd"
"1240",733,311,12.97,"bindal leasing fiscal services ltd","graphite india ltd"
"1241",733,575,6.4,"emerald company ltd","graphite india ltd"
"1242",733,699,6.86,"general trading (sambhar) ltd","graphite india ltd"
"1243",733,1616,7.05,"panna trading company ltd","graphite india ltd"
"1244",733,1645,1.04,"patton ltd","graphite india ltd"
"1245",734,311,1.76,"bindal leasing fiscal services ltd","graphite india ltd [merged]"
"1246",734,575,11.72,"emerald company ltd","graphite india ltd [merged]"
"1247",734,699,10.7,"general trading (sambhar) ltd","graphite india ltd [merged]"
"1248",734,1616,10.32,"panna trading company ltd","graphite india ltd [merged]"
"1249",734,1645,3.21,"patton ltd","graphite india ltd [merged]"
"1250",735,831,1.92,"hindalco industries ltd","grasim industries ltd"
"1251",735,1665,4.69,"pilani investment industries corporation ltd","grasim industries ltd"
"1252",735,2509,5.98,"trapti trading investment ltd","grasim industries ltd"
"1253",735,2522,6.45,"turquoise investment finance ltd","grasim industries ltd"
"1254",737,776,3.34,"gyan traders ltd","greenply industries ltd"
"1255",737,826,13.36,"himalaya granites ltd","greenply industries ltd"
"1256",737,1193,1.1,"lilly exporters pvt ltd","greenply industries ltd"
"1257",737,1433,3.98,"naginimara timber industries pvt ltd","greenply industries ltd"
"1258",737,1727,4.65,"prime holdings pvt ltd","greenply industries ltd"
"1259",737,1809,21.26,"rajesh mittal","greenply industries ltd"
"1260",737,2720,1.78,"worthy plywoods ltd","greenply industries ltd"
"1261",738,1025,4.19,"jusal trading pvt ltd","greycells entertainment ltd"
"1262",738,2410,14.3,"systematik finvest pvt ltd","greycells entertainment ltd"
"1263",739,1566,1.24,"optimates finvest pvt ltd","grindwell norton ltd"
"1264",739,2052,2.35,"savla motor agencies pvt ltd","grindwell norton ltd"
"1265",739,2321,1,"sudarshan securities pvt ltd","grindwell norton ltd"
"1266",741,193,4.96,"associated cement companies ltd","gruh finance ltd"
"1267",741,857,54.49,"housing development finance corporation ltd","gruh finance ltd"
"1268",742,747,2.57,"gujarat industrial development corporation ltd","gujarat alkalies chemicals ltd"
"1269",742,748,15.84,"gujarat industrial investment corporation ltd","gujarat alkalies chemicals ltd"
"1270",742,749,1.5,"gujarat industries power co. ltd","gujarat alkalies chemicals ltd"
"1271",742,753,2.56,"gujarat maritime board","gujarat alkalies chemicals ltd"
"1272",742,754,4.45,"gujarat mineral development corporation ltd","gujarat alkalies chemicals ltd"
"1273",742,761,2.25,"gujarat state fertilizers chemicals ltd","gujarat alkalies chemicals ltd"
"1274",742,762,9.9,"gujarat state investment ltd","gujarat alkalies chemicals ltd"
"1275",743,1783,16.6,"radha madhav investment ltd","gujarat ambuja cements ltd"
"1276",743,1890,3.24,"rkbk fiscal services pvt ltd","gujarat ambuja cements ltd"
"1277",744,542,14.59,"duncans industries ltd","gujarat carbon inds. ltd"
"1278",744,1065,24.49,"kangra valley investment finance company ltd","gujarat carbon inds. ltd"
"1279",744,2295,4.04,"star paper mills ltd","gujarat carbon inds. ltd"
"1280",745,748,10.83,"gujarat industrial investment corporation ltd","gujarat cypromet ltd"
"1281",746,2316,1.22,"subhkam monetary services pvt ltd","gujarat gas co. ltd"
"1282",749,742,12.87,"gujarat alkalies chemicals ltd","gujarat industries power co. ltd"
"1283",749,761,16.87,"gujarat state fertilizers chemicals ltd","gujarat industries power co. ltd"
"1284",750,788,8.05,"hardik estate pvt ltd","gujarat inject (kerala) ltd"
"1285",750,789,19.44,"hardik investment pvt ltd","gujarat inject (kerala) ltd"
"1286",750,1093,22.6,"kerala state industrial development corporation ltd","gujarat inject (kerala) ltd"
"1287",751,748,15.86,"gujarat industrial investment corporation ltd","gujarat j h m hotels ltd"
"1288",752,747,2.3,"gujarat industrial development corporation ltd","gujarat lease financing ltd"
"1289",752,748,19.16,"gujarat industrial investment corporation ltd","gujarat lease financing ltd"
"1290",752,753,2.3,"gujarat maritime board","gujarat lease financing ltd"
"1291",752,762,2.3,"gujarat state investment ltd","gujarat lease financing ltd"
"1292",752,2500,25.07,"torrent pvt ltd","gujarat lease financing ltd"
"1293",755,626,1.78,"fast capital growth ltd","gujarat n r e coke ltd"
"1294",755,627,3.16,"fast capital securities ltd","gujarat n r e coke ltd"
"1295",755,628,4.59,"fcgl industries ltd","gujarat n r e coke ltd"
"1296",755,758,2.73,"gujarat nre ispat pvt ltd","gujarat n r e coke ltd"
"1297",755,1305,11.81,"marley foods pvt ltd","gujarat n r e coke ltd"
"1298",755,1320,2.57,"matangi traders investment pvt ltd","gujarat n r e coke ltd"
"1299",755,1377,2.06,"mona jagatramka","gujarat n r e coke ltd"
"1300",755,2600,2.87,"vartika traders pvt ltd","gujarat n r e coke ltd"
"1301",756,1505,1.57,"nicholas piramal india ltd","gujarat narmada flyash co. ltd"
"1302",756,2058,4.98,"sbi capital markets ltd","gujarat narmada flyash co. ltd"
"1303",757,761,21.01,"gujarat state fertilizers chemicals ltd","gujarat narmada valley fertilizers co. ltd"
"1304",757,762,22.68,"gujarat state investment ltd","gujarat narmada valley fertilizers co. ltd"
"1305",759,748,8.25,"gujarat industrial investment corporation ltd","gujarat poly-avx electronics ltd"
"1306",760,341,1.09,"boi finance ltd","gujarat sidhee cement ltd"
"1307",760,571,1.79,"elian finvest pvt ltd","gujarat sidhee cement ltd"
"1308",760,764,5.9,"gujrat industrial investment corporation ltd","gujarat sidhee cement ltd"
"1309",761,742,1.88,"gujarat alkalies chemicals ltd","gujarat state fertilizers chemicals ltd"
"1310",761,748,6.87,"gujarat industrial investment corporation ltd","gujarat state fertilizers chemicals ltd"
"1311",761,754,1.25,"gujarat mineral development corporation ltd","gujarat state fertilizers chemicals ltd"
"1312",761,757,1.88,"gujarat narmada valley fertilizers co. ltd","gujarat state fertilizers chemicals ltd"
"1313",761,762,30.98,"gujarat state investment ltd","gujarat state fertilizers chemicals ltd"
"1314",763,747,6.42,"gujarat industrial development corporation ltd","gujarat themis biosyn ltd"
"1315",766,17,8.78,"aasia management consultancy ltd","gulf oil corpn. ltd"
"1316",766,832,4.88,"hinduja finance corporation ltd","gulf oil corpn. ltd"
"1317",767,17,15.35,"aasia management consultancy ltd","gulf oil india limited [merged]"
"1318",767,175,2.11,"ashley holdings ltd","gulf oil india limited [merged]"
"1319",767,176,2.13,"ashley investments ltd","gulf oil india limited [merged]"
"1320",767,832,3.41,"hinduja finance corporation ltd","gulf oil india limited [merged]"
"1321",767,834,1.51,"hinduja tmt ltd","gulf oil india limited [merged]"
"1322",778,267,6.78,"bennet coleman company ltd","h d f c bank ltd"
"1323",778,857,13.81,"housing development finance corporation ltd","h d f c bank ltd"
"1324",779,287,6.34,"bharat investments growth ltd","h e g ltd"
"1325",779,1786,2.63,"raghav commercial ltd","h e g ltd"
"1326",779,1802,2.43,"rajasthan spinning weaving mills ltd","h e g ltd"
"1327",780,1385,7.15,"moolchand r shah","h e m holdings trading ltd"
"1328",781,2727,4.93,"yashodham merchants pvt ltd","h f c l infotel ltd"
"1329",782,192,3.53,"asman investments ltd","h k finechem ltd"
"1330",782,1364,1.66,"mividha investments pvt ltd","h k finechem ltd"
"1331",783,764,11,"gujrat industrial investment corporation ltd","haldyn glass ltd"
"1332",783,783,40.16,"haldyn glass ltd","haldyn glass ltd"
"1333",785,284,1.18,"bharat equity services ltd","hanjer fibres ltd"
"1334",785,888,1.37,"india securities ltd","hanjer fibres ltd"
"1335",791,1418,6.28,"n k gupta","hari om trades agencies ltd"
"1336",791,1770,71.07,"r l gupta","hari om trades agencies ltd"
"1337",794,2111,13.5,"shanti swarup aggarwal","hariyana ship breakers ltd"
"1338",797,333,1.52,"blue niles holdings ltd","harrisons malayalam ltd"
"1339",797,389,3.94,"ceat ventures ltd","harrisons malayalam ltd"
"1340",797,924,2.79,"instant trading investment company ltd","harrisons malayalam ltd"
"1341",797,1021,2.29,"jubilee investments industries ltd","harrisons malayalam ltd"
"1342",797,1903,3.64,"rpg cables ltd","harrisons malayalam ltd"
"1343",797,2259,1.16,"spencer industrial fund ltd","harrisons malayalam ltd"
"1344",800,801,5.1,"haryana state industrial development corporation ltd","haryana leather chemicals ltd"
"1345",800,805,3.39,"hb leasing finance co. ltd","haryana leather chemicals ltd"
"1346",800,1340,1.69,"mefcom capital markets ltd","haryana leather chemicals ltd"
"1347",800,1379,1.06,"money care finance leasing ltd","haryana leather chemicals ltd"
"1348",802,803,3,"hathway investments pvt ltd","hathway bhawani cabletel datacom ltd"
"1349",802,1025,1.55,"jusal trading pvt ltd","hathway bhawani cabletel datacom ltd"
"1350",802,1072,2.86,"kapil puri","hathway bhawani cabletel datacom ltd"
"1351",802,1084,2.03,"kavita puri","hathway bhawani cabletel datacom ltd"
"1352",802,1492,1,"neha equisearch pvt ltd","hathway bhawani cabletel datacom ltd"
"1353",802,1573,3.66,"orient information technology ltd","hathway bhawani cabletel datacom ltd"
"1354",802,2017,5,"sanjiv chainani","hathway bhawani cabletel datacom ltd"
"1355",804,478,1.1,"damani estates finance pvt ltd","hawkins cookers ltd"
"1356",805,126,1,"antariksha capital finance pvt ltd","hb leasing finance co. ltd"
"1357",805,127,2.05,"antariksha securities pvt ltd","hb leasing finance co. ltd"
"1358",805,366,3.76,"c j sandesara","hb leasing finance co. ltd"
"1359",805,1014,1.93,"jithal investment consultant pvt ltd","hb leasing finance co. ltd"
"1360",805,1311,2.82,"marut apparels pvt ltd","hb leasing finance co. ltd"
"1361",805,1366,3.25,"modi capital finance india ltd","hb leasing finance co. ltd"
"1362",805,1459,1.74,"narendrabhai b patel","hb leasing finance co. ltd"
"1363",805,1524,4.77,"nitin bhosle","hb leasing finance co. ltd"
"1364",805,1525,3.82,"nitin j sandesara","hb leasing finance co. ltd"
"1365",805,1685,2.89,"prabal investrade pvt ltd","hb leasing finance co. ltd"
"1366",805,1803,2.66,"rajbhushan dixit","hb leasing finance co. ltd"
"1367",805,1892,3.37,"rollstar investment finance ltd","hb leasing finance co. ltd"
"1368",805,2065,2.87,"sealord erections pvt ltd","hb leasing finance co. ltd"
"1369",805,2396,3.37,"swadeshi finvest pvt ltd","hb leasing finance co. ltd"
"1370",808,484,1.06,"darshan investment pvt ltd","heera ispat ltd"
"1371",812,1226,1.83,"m vijayakumar reddy","herbertsons ltd [merged]"
"1372",812,1699,2.06,"prasam trading finance pvt ltd","herbertsons ltd [merged]"
"1373",812,2549,23.59,"united breweries ltd","herbertsons ltd [merged]"
"1374",813,94,1.33,"anant bajaj","hercules hoists ltd"
"1375",813,228,5.27,"bachhraj factories ltd","hercules hoists ltd"
"1376",813,233,16.88,"bajaj auto holdings ltd","hercules hoists ltd"
"1377",813,974,1.79,"jamnalal sons ltd","hercules hoists ltd"
"1378",813,1151,1.33,"kumud bajaj","hercules hoists ltd"
"1379",813,1238,2.5,"madhur bajaj","hercules hoists ltd"
"1380",813,1516,3.81,"niraj bajaj","hercules hoists ltd"
"1381",813,1792,10.85,"rahulkumar bajaj","hercules hoists ltd"
"1382",813,2132,4.54,"shekhar bajaj","hercules hoists ltd"
"1383",813,2139,6.63,"shishir bajaj","hercules hoists ltd"
"1384",816,815,8.67,"hero cycles ltd","hero honda motors ltd"
"1385",819,1003,2.92,"jhaveri trading investment pvt ltd","hi-tech gears ltd"
"1386",819,1566,3.67,"optimates finvest pvt ltd","hi-tech gears ltd"
"1387",819,1568,4.48,"optimum stock trading company pvt ltd","hi-tech gears ltd"
"1388",819,2105,4.26,"shankar resources pvt ltd","hi-tech gears ltd"
"1389",821,413,3.67,"charishma overseas pvt ltd","highland industries ltd"
"1390",822,1055,34.19,"kalyani steels ltd","hikal ltd"
"1391",822,1402,2.91,"mundhwa investment ltd","hikal ltd"
"1392",824,361,2.9,"burlington finance ltd","himachal futuristic communications ltd"
"1393",824,818,3.81,"hfcl trade invest ltd","himachal futuristic communications ltd"
"1394",824,2353,2.89,"sungarce merchandise pvt ltd","himachal futuristic communications ltd"
"1395",824,2652,3.87,"vinsan trade commerce pvt ltd","himachal futuristic communications ltd"
"1396",826,776,4.76,"gyan traders ltd","himalaya granites ltd"
"1397",826,1193,1.88,"lilly exporters pvt ltd","himalaya granites ltd"
"1398",826,1433,2.99,"naginimara timber industries pvt ltd","himalaya granites ltd"
"1399",826,1809,15.49,"rajesh mittal","himalaya granites ltd"
"1400",826,2140,3.64,"shiv prakash mittal","himalaya granites ltd"
"1401",826,2720,12.56,"worthy plywoods ltd","himalaya granites ltd"
"1402",828,1341,1.32,"mega resources ltd","hind industries ltd"
"1403",828,1728,4.03,"prime securities ltd","hind industries ltd"
"1404",829,841,50,"hindustan lever ltd","hind lever chemicals ltd [merged]"
"1405",830,2132,2.03,"shekhar bajaj","hind rectifiers ltd"
"1406",831,319,2.9,"birla institute of technology science","hindalco industries ltd"
"1407",831,1665,2.87,"pilani investment industries corporation ltd","hindalco industries ltd"
"1408",831,2509,7.53,"trapti trading investment ltd","hindalco industries ltd"
"1409",831,2522,8.59,"turquoise investment finance ltd","hindalco industries ltd"
"1410",833,17,24.35,"aasia management consultancy ltd","hinduja t m t ltd"
